"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2020,202001,78650,2020000042973,16768.0,2020000786501,670606,1,1,16768.0,1,0,2,48,1,1,100,0,0,7,71,1,10,40600,1,11
2020,202001,78650,2020000042973,16768.0,2020000786501,670606,1,2,15327.0,1,0,1,45,1,7,700,1,100,6,63,1,10,62000,1,11
2020,202001,78650,2020000042973,16768.0,2020000786501,670606,1,3,15982.0,0,0,1,21,6,7,700,1,100,7,71,1,10,30000,1,11
2020,202001,79436,2020000051594,8122.0,2020000794361,190406,1,1,8122.0,0,0,2,39,4,9,990,1,100,8,81,1,10,30000,2,20
2020,202001,79436,2020000051594,8122.0,2020000794361,190406,1,2,15196.0,0,0,1,40,6,1,100,0,0,6,63,1,10,50000,1,11
2020,202001,79567,2020000053213,6288.0,2020000795671,10106,1,1,6288.0,0,0,2,53,4,1,100,0,0,11,115,1,10,0,1,11
2020,202001,79698,2020000054608,15065.0,2020000796981,590206,1,1,15065.0,0,0,2,64,4,1,100,0,0,11,114,1,10,150000,1,11
2020,202001,79829,2020000056096,12445.0,2020000798291,731106,1,1,12445.0,1,0,2,58,4,1,100,0,0,10,101,1,10,62000,1,11
2020,202001,79829,2020000056096,12445.0,2020000798291,731106,1,2,19781.0,0,0,2,26,6,1,100,0,0,10,101,1,10,26000,1,11
2020,202001,79960,2020000057463,12576.0,2020000799601,650206,1,1,12576.0,0,0,1,34,3,6,600,0,0,6,64,1,10,6000,1,11
2020,202001,80353,2020000061669,14672.0,2020000803531,850906,1,1,14672.0,0,0,2,49,4,1,100,0,0,11,116,1,10,162000,1,11
2020,202001,80615,2020000064537,18209.0,2020000806151,130906,1,1,18209.0,0,0,1,58,5,1,100,0,0,10,101,1,10,145000,1,11
2020,202001,80746,2020000065879,24235.0,2020000807461,711206,1,1,24235.0,0,0,2,32,6,6,674,0,0,10,101,1,10,67000,1,11
2020,202001,80746,2020000065879,24235.0,2020000807461,711206,1,2,28034.0,0,0,1,31,4,7,700,1,100,8,81,1,10,2700,2,20
2020,202001,80877,2020000067158,20305.0,2020000808771,190606,1,1,20305.0,2,1,1,45,1,6,610,0,0,11,114,1,10,160000,1,11
2020,202001,81270,2020000071642,11397.0,2020000812701,670706,1,2,10087.0,2,1,1,37,4,8,818,0,0,10,101,1,10,120000,1,11
2020,202001,81532,2020000074605,11266.0,2020000815321,590306,1,2,11659.0,0,0,1,60,1,1,100,0,0,11,114,1,10,199000,1,11
2020,202001,81794,2020000077319,11004.0,2020000817941,770306,1,1,11004.0,2,0,1,48,1,1,100,0,0,7,71,1,10,95000,1,11
2020,202001,81794,2020000077319,11004.0,2020000817941,770306,1,2,9694.0,2,0,2,43,1,1,100,0,0,8,81,1,10,30000,1,11
2020,202001,81794,2020000077319,11004.0,2020000817941,770306,1,3,10742.0,0,0,1,19,6,1,100,0,0,6,65,1,10,600,1,11
2020,202001,82187,2020000081402,11004.0,2020000821871,651206,1,1,11004.0,2,0,2,47,1,1,100,0,0,10,101,1,10,140,1,11
2020,202001,82187,2020000081402,11004.0,2020000821871,651206,1,2,9170.0,2,0,1,57,1,1,100,0,0,10,101,1,10,170000,1,11
2020,202001,82187,2020000081402,11004.0,2020000821871,651206,1,3,10611.0,0,0,1,19,6,1,100,0,0,7,71,1,10,17000,1,11
2020,202001,82318,2020000082762,11790.0,2020000823181,590906,1,2,13624.0,2,0,1,37,1,1,100,1,100,6,63,1,10,36000,1,11
2020,202001,82318,2020000082762,11790.0,2020000823181,590906,1,5,14279.0,0,0,1,45,6,1,100,1,100,6,63,1,10,0,1,11
2020,202001,82318,2020000082762,11790.0,2020000823181,590906,1,6,14410.0,0,0,1,34,6,1,100,1,100,6,63,1,10,34000,1,11
2020,202001,82449,2020000083867,10873.0,2020000824491,376806,1,2,12707.0,2,0,2,44,1,1,100,0,0,10,101,1,10,46000,1,11
2020,202001,82711,2020000086886,22139.0,2020000827111,711406,1,1,22139.0,0,0,1,61,6,8,826,4,450,8,81,1,10,0,1,11
2020,202001,82842,2020000088511,6419.0,2020000828421,651406,1,1,6419.0,0,0,1,46,6,7,700,1,100,10,101,1,10,45000,1,11
2020,202001,83235,2020000092678,14148.0,2020000832351,731506,1,2,18995.0,0,0,1,27,6,4,400,0,0,11,115,1,10,50000,1,11
2020,202001,83366,2020000094032,63535.0,2020000833661,590106,1,1,63535.0,2,1,1,47,1,8,826,1,100,11,115,1,10,250000,1,11
2020,202001,83366,2020000094032,63535.0,2020000833661,590106,1,2,51221.0,2,1,2,41,1,8,826,0,0,11,115,1,10,175000,1,11
2020,202001,83497,2020000095528,11004.0,2020000834971,671206,1,1,11004.0,0,0,2,23,6,1,100,0,0,6,63,1,10,19900,1,11
2020,202001,83497,2020000095528,11004.0,2020000834971,671206,1,2,13886.0,0,0,1,25,6,1,100,0,0,6,63,1,10,60000,1,11
2020,202001,83497,2020000095528,11004.0,2020000834971,671206,1,3,13362.0,0,0,1,24,6,1,100,0,0,6,63,1,10,6800,1,11
2020,202001,83628,2020000096930,11266.0,2020000836281,372906,1,1,11266.0,1,0,1,64,1,1,100,0,0,11,114,1,10,86000,1,11
2020,202001,83628,2020000096930,11266.0,2020000836281,372906,1,2,11004.0,1,0,2,58,1,1,100,0,0,10,101,1,10,60000,1,11
2020,202001,83759,2020000098265,19388.0,2020000837591,130506,1,1,19388.0,2,0,1,45,1,1,100,0,0,10,101,1,10,165000,1,11
2020,202001,83759,2020000098265,19388.0,2020000837591,130506,1,2,19126.0,2,0,2,48,1,1,100,0,0,11,114,1,10,110000,1,11
2020,202001,83890,2020000099547,15065.0,2020000838901,11006,1,1,15065.0,2,0,2,41,1,4,400,0,0,6,63,1,10,30000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,1,6943.0,0,0,1,41,4,7,700,4,412,6,64,1,10,55000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,2,9301.0,1,1,1,42,4,7,700,4,414,0,2,1,10,20000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,3,9039.0,0,0,1,42,4,7,700,4,416,0,2,1,10,30000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,4,9170.0,0,0,1,42,4,7,700,1,100,0,2,1,10,35000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,5,11528.0,0,0,1,42,6,2,200,0,0,6,63,1,10,49000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,6,9432.0,0,0,1,40,6,7,700,1,100,0,2,1,10,20000,1,11
2020,202001,84152,2020000102416,6943.0,2020000841521,372406,2,7,9170.0,0,0,1,39,6,7,700,1,100,7,71,1,10,50000,1,11
2020,202001,84414,2020000105214,17554.0,2020000844141,730706,1,1,17554.0,1,0,2,31,1,1,100,0,0,6,65,1,10,60,1,11
2020,202001,84414,2020000105214,17554.0,2020000844141,730706,1,2,19781.0,1,0,1,30,1,1,100,0,0,6,63,1,14,24000,1,12
2020,202001,84545,2020000106772,10218.0,2020000845451,591706,1,1,10218.0,2,0,1,56,1,7,700,1,100,0,2,1,10,0,1,11
2020,202001,84545,2020000106772,10218.0,2020000845451,591706,1,2,10611.0,2,0,2,51,1,7,700,1,100,6,63,1,10,54000,1,11
2020,202001,84545,2020000106772,10218.0,2020000845451,591706,1,4,12969.0,2,1,2,29,4,7,700,1,100,6,61,1,10,32600,1,11
2020,202001,84545,2020000106772,10218.0,2020000845451,591706,1,8,13231.0,0,0,2,34,2,7,700,1,100,6,63,1,10,20000,1,11
2020,202001,84676,2020000108103,13362.0,2020000846761,550006,1,1,13362.0,0,0,2,57,4,1,100,0,0,8,81,1,10,16000,1,11
2020,202001,84807,2020000109527,13362.0,2020000848071,373606,1,1,13362.0,0,0,2,43,6,1,100,0,0,10,101,1,12,95000,1,11
2020,202001,85069,2020000112347,10611.0,2020000850691,370506,1,1,10611.0,0,0,1,25,3,1,100,0,0,7,71,1,10,36000,1,11
2020,202001,85069,2020000112347,10611.0,2020000850691,370506,1,2,9956.0,0,0,1,24,6,6,675,0,0,10,101,1,10,90000,1,11
2020,202001,85200,2020000113710,10873.0,2020000852001,375906,1,1,10873.0,2,0,1,57,1,7,700,4,412,10,101,1,10,108000,1,11
2020,202001,85200,2020000113710,10873.0,2020000852001,375906,1,2,10742.0,2,0,2,47,1,7,700,4,412,6,63,1,10,24000,1,11
2020,202001,85331,2020000115047,10742.0,2020000853311,290406,1,1,10742.0,3,0,2,54,4,1,100,1,100,6,63,1,10,22000,1,11
2020,202001,85331,2020000115047,10742.0,2020000853311,290406,1,3,14803.0,0,0,2,22,6,1,100,1,100,6,63,1,10,12000,1,11
2020,202001,85724,2020000119286,19257.0,2020000857241,650206,1,1,19257.0,1,1,2,39,1,7,700,1,100,10,101,1,10,50000,1,11
2020,202001,85986,2020000122296,10873.0,2020000859861,750206,1,1,10873.0,0,0,1,27,6,1,100,0,0,11,114,1,10,260000,1,11
2020,202001,85986,2020000122296,10873.0,2020000859861,750206,1,2,14148.0,0,0,1,27,6,1,100,0,0,10,101,1,10,300000,1,11
2020,202001,86117,2020000123761,36025.0,2020000861171,376406,1,1,36025.0,0,0,1,37,6,8,826,1,100,7,71,1,10,63000,1,11
2020,202001,86117,2020000123761,36025.0,2020000861171,376406,1,3,47160.0,2,0,1,62,1,8,826,1,100,2,26,1,10,29900,1,11
2020,202001,86248,2020000125197,10742.0,2020000862481,530106,1,1,10742.0,0,0,1,56,4,1,100,0,0,11,115,1,10,240000,1,11
2020,202001,86379,2020000126705,10218.0,2020000863791,10906,1,1,10218.0,1,0,2,58,1,4,400,0,0,11,114,1,10,28000,1,11
2020,202001,86379,2020000126705,10218.0,2020000863791,10906,1,2,9563.0,1,0,1,59,1,4,400,0,0,11,114,1,10,150000,1,11
2020,202001,86379,2020000126705,10218.0,2020000863791,10906,1,3,11790.0,0,0,2,25,6,4,400,0,0,10,101,1,10,1500,1,11
2020,202001,86510,2020000128056,15065.0,2020000865101,710306,1,1,15065.0,0,0,1,38,6,1,100,1,100,8,81,1,10,90000,2,20
2020,202001,86641,2020000129561,12052.0,2020000866411,770306,1,2,9170.0,2,0,1,58,1,3,361,1,100,6,63,1,10,91000,2,20
2020,202001,86641,2020000129561,12052.0,2020000866411,770306,1,7,15851.0,0,0,1,34,6,1,100,0,0,7,71,1,10,12000,1,11
2020,202001,86641,2020000129561,12052.0,2020000866411,770306,1,8,16768.0,0,0,2,26,6,1,100,2,200,6,63,1,10,13100,1,11
2020,202001,86772,2020000130844,25545.0,2020000867721,130106,1,1,25545.0,0,0,2,31,4,8,845,2,200,6,65,1,10,38000,1,11
2020,202001,86772,2020000130844,25545.0,2020000867721,130106,1,2,31309.0,0,0,1,45,6,2,200,0,0,6,64,1,10,54000,1,11
2020,202001,86903,2020000132355,13886.0,2020000869031,530206,1,1,13886.0,2,0,2,36,1,1,100,4,498,6,63,1,10,30000,1,11
2020,202001,87034,2020000133846,11266.0,2020000870341,710306,1,1,11266.0,2,0,1,50,5,1,100,0,0,6,61,1,10,66000,1,11
2020,202001,87034,2020000133846,11266.0,2020000870341,710306,1,2,15720.0,1,1,2,25,6,1,100,0,0,6,63,1,10,4100,1,11
2020,202001,87034,2020000133846,11266.0,2020000870341,710306,1,3,16375.0,0,0,2,23,6,1,100,0,0,6,63,1,10,13000,1,11
2020,202001,87165,2020000135326,9432.0,2020000871651,372306,1,2,9432.0,0,0,2,51,1,1,100,0,0,7,71,1,10,50000,1,11
2020,202001,87296,2020000136702,20960.0,2020000872961,130306,1,2,30523.0,0,0,1,27,6,1,100,0,0,8,81,1,10,24000,1,11
2020,202001,87427,2020000138160,9039.0,2020000874271,10806,1,1,9039.0,0,0,2,32,6,6,600,0,0,10,101,1,10,66000,1,11
2020,202001,87427,2020000138160,9039.0,2020000874271,10806,1,2,12576.0,0,0,1,30,6,6,600,0,0,11,114,1,10,84000,1,11
2020,202001,87427,2020000138160,9039.0,2020000874271,10806,1,3,12314.0,1,1,2,28,6,6,600,0,0,10,101,1,10,25000,1,11
2020,202001,87689,2020000141013,14017.0,2020000876891,850606,1,1,14017.0,2,2,1,24,1,8,826,1,100,2,26,1,10,0,1,11
2020,202001,88213,2020000146627,11659.0,2020000882131,10506,1,1,11659.0,0,0,2,37,6,1,100,0,0,10,101,1,10,0,1,11
2020,202001,88344,2020000148232,30916.0,2020000883441,670706,1,1,30916.0,0,0,2,47,6,8,826,1,100,7,71,1,10,75000,1,11
2020,202001,88475,2020000149600,6812.0,2020000884751,671206,1,2,10611.0,0,0,2,52,4,1,100,0,0,10,101,1,10,40000,1,11
2020,202001,89130,2020000156365,10873.0,2020000891301,731806,1,1,10873.0,0,0,2,25,4,6,640,0,0,11,114,1,10,40000,1,11
2020,202001,89130,2020000156365,10873.0,2020000891301,731806,1,2,20698.0,0,0,1,30,4,2,200,0,0,6,63,1,14,50000,1,12
2020,202001,89130,2020000156365,10873.0,2020000891301,731806,1,3,15589.0,0,0,1,30,4,1,100,0,0,6,63,1,14,65000,1,12
2020,202001,89261,2020000157658,13231.0,2020000892611,731006,1,1,13231.0,0,0,1,36,1,1,100,0,0,11,114,1,10,50000,1,11
2020,202001,89261,2020000157658,13231.0,2020000892611,731006,1,2,13100.0,0,0,2,40,1,6,600,0,0,10,101,1,10,50000,1,11
2020,202001,89392,2020000159139,19519.0,2020000893921,851106,1,1,19519.0,0,0,2,20,6,7,700,4,416,7,71,1,10,8400,1,11
2020,202001,89392,2020000159139,19519.0,2020000893921,851106,1,2,18340.0,0,0,1,23,6,7,700,1,100,10,101,1,10,25000,1,11
2020,202001,89523,2020000160419,12838.0,2020000895231,731606,1,1,12838.0,1,0,2,55,6,8,826,1,100,7,71,1,10,20100,1,11
2020,202001,89523,2020000160419,12838.0,2020000895231,731606,1,2,13493.0,1,0,1,51,6,8,826,1,100,6,61,1,10,12000,1,11
2020,202001,89523,2020000160419,12838.0,2020000895231,731606,1,4,13755.0,0,0,1,59,6,8,826,1,100,6,61,1,10,21200,1,11
2020,202001,89785,2020000163187,26593.0,2020000897851,290406,1,1,26593.0,2,0,1,50,1,1,100,1,100,2,23,1,10,0,1,11
2020,202001,89785,2020000163187,26593.0,2020000897851,290406,1,2,23711.0,2,0,2,51,1,1,100,1,100,3,30,1,10,20000,1,11
2020,202001,90178,2020000167793,7336.0,2020000901781,1110606,1,3,14672.0,0,0,2,20,6,1,100,0,0,6,63,1,10,10000,1,11
2020,202001,90440,2020000170865,15851.0,2020000904401,810106,1,3,17554.0,0,0,1,24,6,4,400,0,0,10,101,1,10,43000,1,11
2020,202001,90702,2020000174055,9694.0,2020000907021,650706,1,2,17161.0,0,0,2,53,1,2,200,0,0,7,71,1,10,0,1,11
2020,202001,90833,2020000175633,58033.0,2020000908331,731006,1,1,58033.0,0,0,1,38,6,1,100,0,0,11,114,1,10,227000,1,11
2020,202001,90833,2020000175633,58033.0,2020000908331,731006,1,2,75718.0,0,0,2,36,6,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,91095,2020000178921,23056.0,2020000910951,731106,1,3,28820.0,0,0,1,34,6,1,100,2,200,11,116,1,10,100000,1,11
2020,202001,91226,2020000180431,17816.0,2020000912261,1110106,1,2,21222.0,2,2,1,31,1,6,685,0,0,10,101,1,10,100000,1,11
2020,202001,91357,2020000181860,8646.0,2020000913571,375206,1,3,10742.0,0,0,2,27,6,8,826,1,100,6,63,1,12,15700,1,11
2020,202001,91357,2020000181860,8646.0,2020000913571,375206,1,4,10742.0,0,0,2,25,6,8,826,1,100,10,101,1,10,40000,1,11
2020,202001,91619,2020000184555,22794.0,2020000916191,374306,1,1,22794.0,0,0,1,32,6,7,700,1,100,10,101,1,10,75000,1,11
2020,202001,91750,2020000186151,9956.0,2020000917501,730806,1,1,9956.0,3,0,2,59,4,6,620,0,0,10,101,1,10,0,1,11
2020,202001,92012,2020000189034,16113.0,2020000920121,370906,1,1,16113.0,0,0,1,47,1,1,100,0,0,11,114,1,10,177000,1,11
2020,202001,92143,2020000190438,34846.0,2020000921431,130606,1,2,55937.0,0,0,1,20,6,1,100,0,0,7,71,1,10,20000,1,11
2020,202001,92274,2020000191912,7729.0,2020000922741,373706,1,2,12314.0,0,0,1,42,6,7,700,1,100,6,63,1,10,0,1,11
2020,202001,92405,2020000193267,6550.0,2020000924051,850706,1,2,6550.0,0,0,1,58,1,8,811,0,0,6,63,1,10,40000,1,11
2020,202001,92667,2020000196298,18078.0,2020000926671,130406,1,1,18078.0,0,0,2,42,6,4,400,0,0,10,101,1,10,152000,1,11
2020,202001,92798,2020000197753,6681.0,2020000927981,810106,1,2,6026.0,0,0,1,61,1,1,100,0,0,10,101,1,10,12000,1,11
2020,202001,92929,2020000198991,13100.0,2020000929291,376806,1,1,13100.0,2,0,1,56,1,1,100,0,0,6,65,1,10,7000,1,11
2020,202001,92929,2020000198991,13100.0,2020000929291,376806,1,2,14279.0,2,0,2,51,1,1,100,0,0,10,101,1,10,70000,1,11
2020,202001,93060,2020000200440,18864.0,2020000930601,591306,1,1,18864.0,2,0,2,48,1,8,826,4,422,10,101,1,10,0,1,11
2020,202001,93060,2020000200440,18864.0,2020000930601,591306,1,2,17554.0,2,0,1,56,1,8,826,4,422,10,101,1,10,0,1,11
2020,202001,93060,2020000200440,18864.0,2020000930601,591306,1,3,20567.0,0,0,1,24,6,8,826,4,422,6,65,1,10,3000,1,11
2020,202001,93322,2020000203140,19650.0,2020000933221,371206,1,1,19650.0,1,1,1,33,6,8,826,1,100,7,71,1,10,60000,1,11
2020,202001,93322,2020000203140,19650.0,2020000933221,371206,1,2,17554.0,1,1,2,32,6,8,826,1,100,8,81,1,10,45000,1,11
2020,202001,93453,2020000204347,20698.0,2020000934531,590206,1,3,23187.0,0,0,2,26,6,8,815,0,0,7,71,1,10,40000,1,11
2020,202001,93584,2020000205749,12707.0,2020000935841,371206,1,1,12707.0,1,0,2,44,1,8,826,1,100,11,114,1,10,112000,1,11
2020,202001,93715,2020000207335,42575.0,2020000937151,371906,1,1,42575.0,3,0,2,57,1,1,100,0,0,7,71,1,10,68000,1,11
2020,202001,93715,2020000207335,42575.0,2020000937151,371906,1,4,52924.0,0,0,1,31,6,1,100,0,0,10,101,1,10,108000,1,11
2020,202001,93846,2020000208633,9039.0,2020000938461,374806,1,3,11266.0,0,0,1,51,1,1,100,0,0,11,116,1,10,45000,1,11
2020,202001,93846,2020000208633,9039.0,2020000938461,374806,1,4,11004.0,0,0,2,36,1,1,100,0,0,11,114,1,10,36000,1,11
2020,202001,94108,2020000211459,20567.0,2020000941081,130506,1,1,20567.0,2,0,2,59,1,8,826,1,100,7,71,1,10,70000,1,11
2020,202001,94108,2020000211459,20567.0,2020000941081,130506,1,2,17685.0,2,0,1,58,1,8,826,1,100,7,71,1,10,50000,1,11
2020,202001,94108,2020000211459,20567.0,2020000941081,130506,1,3,23056.0,0,0,1,35,6,8,826,1,100,6,63,1,10,25000,1,11
2020,202001,94108,2020000211459,20567.0,2020000941081,130506,1,5,22139.0,0,0,1,29,6,8,826,1,100,7,71,1,10,14400,1,11
2020,202001,94370,2020000214269,8253.0,2020000943701,590906,1,1,8253.0,2,0,1,50,1,6,640,0,0,10,101,1,10,35000,1,11
2020,202001,94370,2020000214269,8253.0,2020000943701,590906,1,5,9825.0,0,0,2,48,6,6,640,0,0,6,61,1,10,14000,1,11
2020,202001,94501,2020000215788,12838.0,2020000945011,374706,1,1,12838.0,0,0,2,47,6,2,200,0,0,11,114,1,10,4500,1,11
2020,202001,94501,2020000215788,12838.0,2020000945011,374706,1,2,16506.0,2,0,2,50,4,2,200,0,0,11,114,1,10,4500,1,11
2020,202001,94632,2020000217114,10087.0,2020000946321,10306,1,1,10087.0,0,0,1,30,6,1,100,0,0,11,114,1,10,15000,1,11
2020,202001,94763,2020000218604,7598.0,2020000947631,970106,1,1,7598.0,1,0,2,43,4,7,700,4,423,10,101,1,10,47000,1,11
2020,202001,94894,2020000219865,8253.0,2020000948941,1110206,1,1,8253.0,1,0,1,41,1,6,610,0,0,10,101,1,10,25000,1,11
2020,202001,94894,2020000219865,8253.0,2020000948941,1110206,1,2,8384.0,1,0,2,40,1,6,610,0,0,11,115,1,10,0,1,11
2020,202001,95156,2020000222815,65893.0,2020000951561,851006,1,1,65893.0,1,1,1,38,1,4,410,0,0,11,114,1,10,300000,1,11
2020,202001,95156,2020000222815,65893.0,2020000951561,851006,1,2,64583.0,1,1,2,36,1,4,400,0,0,11,115,1,10,130000,1,11
2020,202001,95287,2020000224290,58164.0,2020000952871,373406,1,1,58164.0,0,0,1,39,6,7,700,1,100,6,63,1,10,18000,1,11
2020,202001,95549,2020000227077,15720.0,2020000955491,130306,1,1,15720.0,0,0,1,40,6,7,700,4,417,6,65,1,10,0,1,11
2020,202001,95811,2020000229874,16637.0,2020000958111,374206,1,1,16637.0,3,0,1,57,1,7,700,1,100,3,30,1,10,29000,1,11
2020,202001,95811,2020000229874,16637.0,2020000958111,374206,1,3,20305.0,0,0,1,28,6,7,700,1,100,5,50,1,10,36000,1,11
2020,202001,95942,2020000231094,10611.0,2020000959421,375106,1,1,10611.0,1,0,1,59,1,8,826,1,100,0,2,1,10,6000,1,11
2020,202001,95942,2020000231094,10611.0,2020000959421,375106,1,2,13493.0,1,0,2,54,1,8,826,1,100,0,2,1,10,16000,1,11
2020,202001,95942,2020000231094,10611.0,2020000959421,375106,1,3,14410.0,3,0,2,34,2,8,826,1,100,6,63,1,10,7000,1,11
2020,202001,96073,2020000232425,7991.0,2020000960731,590406,1,1,7991.0,2,0,2,48,1,4,400,0,0,11,114,1,10,19000,1,11
2020,202001,96073,2020000232425,7991.0,2020000960731,590406,1,2,8122.0,2,0,1,50,1,4,400,0,0,11,114,1,10,46000,1,11
2020,202001,96073,2020000232425,7991.0,2020000960731,590406,1,3,7205.0,0,0,1,19,6,4,400,0,0,7,71,1,10,5000,1,11
2020,202001,96204,2020000233872,12314.0,2020000962041,10906,1,1,12314.0,0,0,1,26,6,6,610,0,0,11,114,1,10,100000,1,11
2020,202001,96204,2020000233872,12314.0,2020000962041,10906,1,2,15065.0,0,0,1,29,6,6,610,0,0,11,114,1,10,120000,1,11
2020,202001,96204,2020000233872,12314.0,2020000962041,10906,1,3,15589.0,0,0,1,28,6,6,610,0,0,11,114,1,10,100000,1,11
2020,202001,96466,2020000236733,8122.0,2020000964661,750106,1,1,8122.0,0,0,2,29,6,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,96466,2020000236733,8122.0,2020000964661,750106,1,2,7598.0,0,0,2,24,6,4,400,0,0,10,101,1,10,40500,1,11
2020,202001,96597,2020000238324,64190.0,2020000965971,290506,1,1,64190.0,2,0,2,51,1,7,700,1,100,7,71,1,10,16400,1,11
2020,202001,96597,2020000238324,64190.0,2020000965971,290506,1,2,65762.0,2,0,1,58,1,7,700,1,100,2,26,1,10,22000,1,11
2020,202001,96597,2020000238324,64190.0,2020000965971,290506,1,3,74539.0,0,0,2,22,6,7,700,1,100,7,71,1,10,14000,1,11
2020,202001,96597,2020000238324,64190.0,2020000965971,290506,1,4,75325.0,0,0,1,20,6,7,700,1,100,6,65,1,10,20000,1,11
2020,202001,96728,2020000239770,13624.0,2020000967281,730306,1,1,13624.0,0,0,1,55,1,1,100,0,0,7,71,1,10,30000,1,11
2020,202001,96859,2020000241185,20698.0,2020000968591,374306,1,1,20698.0,3,0,1,53,1,8,826,1,100,2,26,1,10,24000,1,11
2020,202001,96859,2020000241185,20698.0,2020000968591,374306,1,3,24235.0,0,0,1,30,6,8,826,1,100,6,63,1,10,5000,1,11
2020,202001,96859,2020000241185,20698.0,2020000968591,374306,1,4,24628.0,0,0,1,28,6,8,826,1,100,6,63,1,10,32000,1,11
2020,202001,97121,2020000243867,14148.0,2020000971211,570006,1,2,15327.0,0,0,2,65,6,1,100,0,0,8,81,1,10,0,1,11
2020,202001,97252,2020000245408,4978.0,2020000972521,372806,1,1,4978.0,0,0,1,44,6,1,100,0,0,11,115,1,10,565000,1,11
2020,202001,97383,2020000246925,10873.0,2020000973831,890006,1,2,14017.0,1,0,2,50,4,6,640,0,0,10,101,1,10,28800,1,11
2020,202001,97907,2020000252563,19257.0,2020000979071,770406,1,1,19257.0,0,0,2,52,1,8,826,1,100,10,101,1,10,110000,1,11
2020,202001,97907,2020000252563,19257.0,2020000979071,770406,1,4,20698.0,0,0,1,62,1,8,826,1,100,7,71,1,10,27300,1,11
2020,202001,97907,2020000252563,19257.0,2020000979071,770406,1,5,23056.0,0,0,1,32,6,8,826,1,100,6,61,1,10,21000,1,11
2020,202001,98038,2020000254105,14410.0,2020000980381,590406,1,1,14410.0,2,0,1,45,1,6,620,0,0,10,101,1,10,151000,1,11
2020,202001,98300,2020000256593,51090.0,2020000983001,376706,1,1,51090.0,0,0,1,57,1,1,100,1,100,6,63,1,10,40000,1,11
2020,202001,98562,2020000259243,25676.0,2020000985621,732106,1,1,25676.0,0,0,1,28,6,1,100,0,0,6,63,1,10,30000,1,11
2020,202001,98693,2020000260732,8646.0,2020000986931,375206,1,2,12969.0,2,0,1,38,6,7,700,1,100,3,30,1,10,13800,1,11
2020,202001,98693,2020000260732,8646.0,2020000986931,375206,1,3,11004.0,0,0,2,19,6,7,700,1,100,5,50,1,10,11000,1,11
2020,202001,98824,2020000262190,9432.0,2020000988241,830206,1,1,9432.0,0,0,2,45,1,7,700,1,100,6,63,1,10,24000,1,11
2020,202001,98955,2020000263654,14017.0,2020000989551,410206,1,1,14017.0,0,0,2,63,1,1,100,0,0,10,101,1,10,75000,1,11
2020,202001,98955,2020000263654,14017.0,2020000989551,410206,1,2,13755.0,0,0,1,58,1,1,100,0,0,10,101,1,10,565000,1,11
2020,202001,99086,2020000264952,15851.0,2020000990861,374006,1,7,20174.0,0,0,1,41,2,8,826,1,100,6,63,1,10,800,1,11
2020,202001,99348,2020000267936,15196.0,2020000993481,591506,1,1,15196.0,0,0,2,31,1,1,100,0,0,7,71,1,10,70000,1,11
2020,202001,99348,2020000267936,15196.0,2020000993481,591506,1,2,15589.0,0,0,1,31,1,1,100,0,0,7,71,1,10,100000,1,11
2020,202001,99479,2020000269341,12183.0,2020000994791,790106,1,1,12183.0,2,1,1,24,6,1,100,1,100,6,63,1,10,31000,1,11
2020,202001,99479,2020000269341,12183.0,2020000994791,790106,1,2,12052.0,2,1,2,24,6,1,100,1,100,6,65,1,10,23000,1,11
2020,202001,99479,2020000269341,12183.0,2020000994791,790106,1,5,16244.0,1,0,1,48,1,1,100,1,100,3,30,1,10,40000,1,11
2020,202001,99741,2020000272210,5764.0,2020000997411,372106,1,1,5764.0,1,0,2,64,4,1,100,0,0,10,101,1,10,125000,1,11
2020,202001,99741,2020000272210,5764.0,2020000997411,372106,1,2,8122.0,0,0,1,35,6,1,100,0,0,10,101,1,10,8000,1,11
2020,202001,99741,2020000272210,5764.0,2020000997411,372106,1,3,9039.0,0,0,1,33,6,1,100,0,0,10,101,1,10,55000,1,11
2020,202001,99872,2020000273721,10611.0,2020000998721,750506,1,1,10611.0,2,0,2,56,3,1,100,0,0,11,116,1,10,35000,1,11
2020,202001,99872,2020000273721,10611.0,2020000998721,750506,1,2,16506.0,0,0,1,23,6,1,100,0,0,8,81,1,10,5000,1,11
2020,202001,100134,2020000276726,19781.0,2020001001341,1010006,1,1,19781.0,0,0,1,44,1,1,100,0,0,8,81,1,10,72000,2,20
2020,202001,100134,2020000276726,19781.0,2020001001341,1010006,1,2,16637.0,0,0,2,47,1,6,600,0,0,6,63,1,10,0,1,11
